Date,AAPL,MSFT
2023-11-08,180.7714385986328,356.3261413574219
2023-11-09,180.29698181152344,353.8636169433594
2023-11-10,184.4835205078125,362.6736755371094
2023-11-13,182.8999481201172,359.7402648925781
2023-11-14,185.51280212402344,363.2623291015625
2023-11-15,186.07693481445312,363.4097595214844
2023-11-16,187.7594757080078,369.7997131347656
2023-11-17,187.73963928222656,363.58673095703125
2023-11-20,189.4815673828125,371.0481872558594
2023-11-21,188.6798858642578,366.752197265625
2023-11-22,189.343017578125,371.4512634277344
2023-11-24,188.0167694091797,371.03839111328125
2023-11-27,187.838623046875,372.1983947753906
2023-11-28,188.44232177734375,376.21917724609375
2023-11-29,187.42295837402344,372.434326171875
2023-11-30,187.99700927734375,372.4933776855469
2023-12-01,189.2737274169922,368.1678161621094
2023-12-04,187.48231506347656,362.8887634277344
2023-12-05,191.4313201904297,366.21148681640625
2023-12-06,190.34262084960938,362.5544738769531
2023-12-07,192.2725830078125,364.6681213378906
2023-12-08,193.69776916503906,367.8925476074219
2023-12-11,191.19378662109375,365.0121765136719
2023-12-12,192.70806884765625,368.0400695800781
2023-12-13,195.92466735839844,368.0301513671875
2023-12-14,196.0731201171875,359.7331237792969
2023-12-15,195.5386505126953,364.4518127441406
2023-12-18,193.87591552734375,366.33935546875
2023-12-19,194.91514587402344,366.9389953613281
2023-12-20,192.82684326171875,364.3436584472656
2023-12-21,192.6783447265625,367.2142639160156
2023-12-22,191.60948181152344,368.2366638183594
2023-12-26,191.06512451171875,368.3152770996094
2023-12-27,191.16409301757812,367.7353210449219
2023-12-28,191.58969116210938,368.9248046875
2023-12-29,190.5504608154297,369.6719055175781
2024-01-02,183.7313232421875,364.58941650390625
2024-01-03,182.35557556152344,364.3240661621094
2024-01-04,180.0396728515625,361.70904541015625
2024-01-05,179.31716918945312,361.5223083496094
2024-01-08,183.6521453857422,368.3447570800781
2024-01-09,183.2364501953125,369.4261474609375
2024-01-10,184.27565002441406,376.2879638671875
2024-01-11,183.68182373046875,378.1164245605469
2024-01-12,184.00843811035156,381.8913879394531
2024-01-16,181.7419891357422,383.66094970703125
2024-01-17,180.8017120361328,382.8744812011719
2024-01-18,186.69058227539062,387.1999206542969
2024-01-19,189.59042358398438,391.9186706542969
2024-01-22,191.89646911621094,389.7952880859375
2024-01-23,193.1732177734375,392.1447448730469
2024-01-24,192.50021362304688,395.7428283691406
2024-01-25,192.17359924316406,398.0137023925781
2024-01-26,190.44158935546875,397.0896301269531
2024-01-29,189.75868225097656,402.78155517578125
2024-01-30,186.1066131591797,401.670654296875
2024-01-31,182.5040740966797,390.84716796875
2024-02-01,184.9387969970703,396.9421691894531
2024-02-02,183.93914794921875,404.2561950683594
2024-02-05,185.7503204345703,398.7804870605469
2024-02-06,187.3536834716797,398.6231689453125
2024-02-07,187.46255493164062,407.0382385253906
2024-02-08,186.38375854492188,407.0971984863281
2024-02-09,187.14682006835938,413.42816162109375
2024-02-12,185.46214294433594,408.2277526855469
2024-02-13,183.37115478515625,399.4391174316406
2024-02-14,182.48919677734375,403.2998352050781
2024-02-15,182.20179748535156,400.41412353515625
2024-02-16,180.66578674316406,397.95196533203125
2024-02-20,179.9225616455078,396.7012023925781
2024-02-21,180.67572021484375,396.1003112792969
2024-02-22,182.7071990966797,405.42724609375
2024-02-23,180.87391662597656,404.13702392578125
2024-02-26,179.5261688232422,401.37933349609375
2024-02-27,180.98289489746094,401.32025146484375
2024-02-28,179.7838134765625,401.556640625
2024-02-29,179.11985778808594,407.38714599609375
2024-03-01,178.03968811035156,409.21905517578125
2024-03-04,173.52081298828125,408.6477966308594
2024-03-05,168.58572387695312,396.56329345703125
2024-03-06,167.59475708007812,396.0117492675781
2024-03-07,167.47584533691406,402.95513916015625
2024-03-08,169.19021606445312,400.0793151855469
2024-03-11,171.1920166015625,398.405029296875
2024-03-12,171.66766357421875,409.0023498535156
2024-03-13,169.5866241455078,408.82513427734375
2024-03-14,171.4397735595703,418.7921142578125
2024-03-15,171.06317138671875,410.1251220703125
2024-03-18,172.1532745361328,411.0115051269531
2024-03-19,174.4919891357422,415.0397033691406
2024-03-20,177.05860900878906,418.8019104003906
2024-03-21,169.82443237304688,422.8793640136719
2024-03-22,170.7262420654297,422.2589111328125
2024-03-25,169.30914306640625,416.4677429199219
2024-03-26,168.17942810058594,415.2760314941406
2024-03-27,171.7469482421875,415.0593566894531
2024-03-28,169.93345642089844,414.360107421875
2024-04-01,168.49655151367188,418.1518859863281
2024-04-02,167.3172607421875,415.0692138671875
2024-04-03,168.11996459960938,414.0942077636719
2024-04-04,167.29745483398438,411.56304931640625
2024-04-05,168.05059814453125,419.0875244140625
2024-04-08,166.9307861328125,418.171630859375
2024-04-09,168.13978576660156,419.8360595703125
2024-04-10,166.26683044433594,416.86175537109375
2024-04-11,173.46133422851562,421.46112060546875
2024-04-12,174.95774841308594,415.52227783203125
2024-04-15,171.13255310058594,407.38714599609375
2024-04-16,167.8524169921875,408.3128967285156
2024-04-17,166.48483276367188,405.61431884765625
2024-04-18,165.53350830078125,398.1587829589844
2024-04-19,163.51190185546875,393.08660888671875
2024-04-22,164.3443145751953,394.89886474609375
2024-04-23,165.39474487304688,401.4088439941406
2024-04-24,167.49563598632812,402.8763427734375
2024-04-25,168.35780334472656,393.0078430175781
2024-04-26,167.7731170654297,400.1777648925781
2024-04-29,171.9352264404297,396.1693115234375
2024-04-30,168.79383850097656,383.44464111328125
2024-05-01,167.7731170654297,388.96978759765625
2024-05-02,171.46949768066406,391.8259582519531
2024-05-03,181.72613525390625,400.51263427734375
2024-05-06,180.07119750976562,407.2886657714844
2024-05-07,180.75497436523438,403.1521301269531
2024-05-08,181.0919189453125,404.3339538574219
2024-05-09,182.90542602539062,406.08709716796875
2024-05-10,181.64517211914062,408.47052001953125
2024-05-13,184.85035705566406,407.4659118652344
2024-05-14,185.9915313720703,410.262939453125
2024-05-15,188.2639617919922,417.4360046386719
2024-05-16,188.383056640625,415.3739013671875
2024-05-17,188.41281127929688,414.60430908203125
2024-05-20,189.57383728027344,419.6658935546875
2024-05-21,190.873779296875,423.3164978027344
2024-05-22,189.43492126464844,424.7767639160156
2024-05-23,185.4457550048828,421.3037109375
2024-05-24,188.52195739746094,424.42156982421875
2024-05-28,188.5319366455078,424.5794677734375
2024-05-29,188.82957458496094,423.4448547363281
2024-05-30,189.82191467285156,409.13824462890625
2024-05-31,190.77455139160156,409.5920715332031
2024-06-03,192.54087829589844,408.0035400390625
2024-06-04,192.8584442138672,410.5195007324219
2024-06-05,194.3667755126953,418.3536376953125
2024-06-06,192.9874267578125,418.8568420410156
2024-06-07,195.37893676757812,418.19573974609375
2024-06-10,191.63787841796875,422.162109375
2024-06-11,205.56016540527344,426.907958984375
2024-06-12,211.43478393554688,435.1761474609375
2024-06-13,212.59580993652344,435.689208984375
2024-06-14,210.8592071533203,436.666015625
2024-06-17,215.0071258544922,442.388671875
2024-06-18,212.64537048339844,440.3857116699219
2024-06-20,208.07077026367188,439.7542419433594
2024-06-21,205.89761352539062,443.77984619140625
2024-06-24,206.54258728027344,441.6980285644531
2024-06-25,207.46546936035156,444.9342346191406
2024-06-26,211.61337280273438,446.1280517578125
2024-06-27,212.4568634033203,446.80889892578125
2024-06-28,209.00357055664062,440.98760986328125
2024-07-01,215.08651733398438,450.63714599609375
2024-07-02,218.5795135498047,453.15313720703125
2024-07-03,219.8496856689453,454.6231689453125
2024-07-05,224.6029052734375,461.3226318359375
2024-07-08,226.0715789794922,460.0202331542969
2024-07-09,226.92495727539062,453.4096374511719
2024-07-10,231.19195556640625,460.03009033203125
2024-07-11,225.823486328125,448.6342468261719
2024-07-12,228.77069091796875,447.4995422363281
2024-07-15,232.60105895996094,447.904052734375
2024-07-16,233.01785278320312,443.5232849121094
2024-07-17,227.12344360351562,437.6033630371094
2024-07-18,222.45947265625,434.4953308105469
2024-07-19,222.58848571777344,431.27880859375
2024-07-22,222.24119567871094,437.0310974121094
2024-07-23,223.2831268310547,438.9156188964844
2024-07-24,216.86276245117188,423.1783752441406
2024-07-25,215.8208465576172,412.81842041015625
2024-07-26,216.2872314453125,419.5968017578125
2024-07-29,216.56509399414062,421.037353515625
2024-07-30,217.12078857421875,417.2781677246094
2024-07-31,220.37562561035156,412.7690734863281
2024-08-01,216.68418884277344,411.545654296875
2024-08-02,218.1726531982422,403.0406188964844
2024-08-05,207.6639404296875,389.87860107421875
2024-08-06,205.63958740234375,394.2790832519531
2024-08-07,208.20970153808594,393.1148681640625
2024-08-08,211.67291259765625,397.3180236816406
2024-08-09,214.5804443359375,400.6036071777344
2024-08-12,216.11038208007812,401.383056640625
2024-08-13,219.8260040283203,408.487060546875
2024-08-14,220.27304077148438,411.2989807128906
2024-08-15,223.2534637451172,416.1620788574219
2024-08-16,224.57479858398438,413.6317443847656
2024-08-19,224.41583251953125,416.6563415527344
2024-08-20,225.0317840576172,419.8885192871094
2024-08-21,224.92250061035156,419.2361755371094
2024-08-22,223.064697265625,410.7454528808594
2024-08-23,225.35963439941406,411.9711608886719
2024-08-26,225.69741821289062,408.7092590332031
2024-08-27,226.5418701171875,409.05523681640625
2024-08-28,225.0119171142578,405.85272216796875
2024-08-29,228.29037475585938,408.3435363769531
2024-08-30,227.5055389404297,412.31707763671875
2024-09-03,221.3162078857422,404.7060852050781
2024-09-04,219.40872192382812,404.17236328125
2024-09-05,220.92874145507812,403.6682434082031
2024-09-06,219.37892150878906,397.0556335449219
2024-09-09,219.4683380126953,401.02911376953125
2024-09-10,218.67355346679688,409.4111022949219
2024-09-11,221.20692443847656,418.14886474609375
2024-09-12,221.3162078857422,422.0630798339844
2024-09-13,221.04794311523438,425.611572265625
2024-09-16,214.90829467773438,426.3528747558594
2024-09-17,215.3751983642578,430.11883544921875
2024-09-18,219.24977111816406,425.82904052734375
2024-09-19,227.37637329101562,433.617919921875
2024-09-20,226.71075439453125,430.2374267578125
2024-09-23,224.99205017089844,428.497802734375
2024-09-24,225.88616943359375,424.2080383300781
2024-09-25,224.89268493652344,427.1139831542969
2024-09-26,226.0352020263672,426.3232421875
2024-09-27,226.30340576171875,423.0712890625
2024-09-30,231.47943115234375,425.3249206542969
2024-10-01,224.73374938964844,415.8260498046875
